"","Gene","count","Disease_specificity"
"4131","PNLIP",14,0.00307354555433589
"4132","EPHB2",35,0.00768386388583974
"4133","EIF2B1",100,0.021953896816685
"4134","SLC26A5",9,0.00197585071350165
"4135","FRRS1L",216,0.0474204171240395
"4136","TET2",652,0.143139407244786
"4137","ECM1",121,0.0265642151481888
"4138","NFU1",49,0.0107574094401756
"4139","FDX2",104,0.0228320526893524
"4140","MRPL12",88,0.0193194291986828
"4141","MMP14",197,0.0432491767288694
"4142","DMRT1",21,0.00461031833150384
"4143","ZFTA",68,0.0149286498353458
"4144","RPS20",158,0.0346871569703622
"4145","STOX1",93,0.020417124039517
"4146","DIAPH2",17,0.00373216245883644
"4147","CYP11A1",361,0.0792535675082327
"4148","MYC",83,0.0182217343578485
"4149","RAD51D",33,0.00724478594950604
"4150","FLT1",86,0.0188803512623491
"4151","NAB2",106,0.0232711306256861
"4152","NR0B1",265,0.0581778265642151
"4153","NDP",367,0.0805708013172338
"4154","STAT6",106,0.0232711306256861
"4155","AXIN1",35,0.00768386388583974
"4156","COL4A6",138,0.0302963776070252
"4157","KEAP1",93,0.020417124039517
"4158","MAMLD1",153,0.033589462129528
"4159","CYTB",386,0.0847420417124039
"4160","DMRT3",144,0.0316136114160263
"4161","GREM1",83,0.0182217343578485
"4162","VAMP7",144,0.0316136114160263
"4163","EWSR1",82,0.0180021953896817
"4164","COL4A5",213,0.046761800219539
"4165","UBE2A",425,0.0933040614709111
"4166","DLG3",231,0.0507135016465423
"4167","TSPAN7",187,0.0410537870472009
"4168","NEXMIF",222,0.0487376509330406
"4169","ARHGEF6",178,0.0390779363336992
"4170","ZNF41",178,0.0390779363336992
"4171","PTCHD1",214,0.0469813391877058
"4172","CRH",57,0.0125137211855104
"4173","ISL1",58,0.0127332601536773
"4174","IL1RAPL1",266,0.058397365532382
"4175","SLC9A6",313,0.0687156970362239
"4176","SLC9A7",263,0.0577387486278814
"4177","RAB39B",297,0.0652030735455543
"4178","GDI1",199,0.0436882546652031
"4179","FRMPD4",284,0.0623490669593853
"4180","ABCD1",423,0.0928649835345774
"4181","JRK",108,0.0237102085620198
"4182","HS6ST2",93,0.020417124039517
"4183","DKK1",176,0.0386388583973655
"4184","MYF6",134,0.0294182217343579
"4185","MID2",215,0.0472008781558727
"4186","PAK3",255,0.0559824368825467
"4187","PDCD1",42,0.00922063666300768
"4188","ZNF711",218,0.0478594950603732
"4189","GABRA3",122,0.0267837541163557
"4190","ZNF81",178,0.0390779363336992
"4191","SLC16A2",280,0.0614709110867179
"4192","DNAJC13",110,0.0241492864983535
"4193","HLA-B",541,0.118770581778266
"4194","ACSL4",320,0.0702524698133919
"4195","STEEP1",227,0.0498353457738749
"4196","FTSJ1",239,0.0524698133918771
"4197","ALG13",381,0.0836443468715697
"4198","CLCN4",418,0.0917672886937431
"4199","DMD",445,0.0976948408342481
"4200","SYP",187,0.0410537870472009
"4201","USP27X",192,0.0421514818880351
"4202","AGTR2",178,0.0390779363336992
"4203","KNSTRN",315,0.0691547749725576
"4204","MSN",46,0.0100987925356751
"4205","HLA-DPA1",215,0.0472008781558727
"4206","ADGRG2",38,0.00834248079034029
"4207","HLA-DPB1",215,0.0472008781558727
"4208","PRTN3",215,0.0472008781558727
"4209","MAPK10",47,0.0103183315038419
"4210","CDKL5",619,0.13589462129528
"4211","PCDH19",226,0.049615806805708
"4212","ARHGEF9",77,0.0169045005488474
"4213","TRIM8",207,0.0454445664105379
"4214","PRY",9,0.00197585071350165
"4215","HSFY1",9,0.00197585071350165
"4216","RPS4Y2",9,0.00197585071350165
"4217","CDY1",9,0.00197585071350165
"4218","RBMY1A1",33,0.00724478594950604
"4219","STK36",150,0.0329308452250274
"4220","CFAP221",150,0.0329308452250274
"4221","USP9Y",33,0.00724478594950604
"4222","TEX11",52,0.0114160263446762
"4223","RPGR",443,0.0972557628979144
"4224","BPY2",9,0.00197585071350165
"4225","DNAAF6",201,0.0441273326015368
"4226","DAZ4",24,0.00526893523600439
"4227","DAZ1",33,0.00724478594950604
"4228","DDX3Y",33,0.00724478594950604
"4229","CDY2A",9,0.00197585071350165
"4230","VCY",9,0.00197585071350165
"4231","PRY2",9,0.00197585071350165
"4232","DAZ2",33,0.00724478594950604
"4233","KDM5D",9,0.00197585071350165
"4234","DAZ3",33,0.00724478594950604
"4235","TSPY1",24,0.00526893523600439
"4236","ND2",432,0.094840834248079
"4237","OPHN1",237,0.0520307354555434
"4238","ND3",313,0.0687156970362239
"4239","TRNI",44,0.00965971459934138
"4240","NDUFA1",193,0.042371020856202
"4241","TRNV",268,0.0588364434687157
"4242","PLAGL1",219,0.0480790340285401
"4243","MID1",120,0.026344676180022
"4244","PHF8",174,0.0381997804610318
"4245","BRWD3",56,0.0122941822173436
"4246","SIM1",386,0.0847420417124039
"4247","OGT",68,0.0149286498353458
"4248","RBM10",432,0.094840834248079
"4249","KLHL15",55,0.0120746432491767
"4250","KLRC4",224,0.0491767288693743
"4251","IL23R",224,0.0491767288693743
"4252","ERAP1",224,0.0491767288693743
"4253","IL12A-AS1",224,0.0491767288693743
"4254","STAT4",451,0.0990120746432492
"4255","IFT88",106,0.0232711306256861
"4256","CLIC2",193,0.042371020856202
"4257","CA4",106,0.0232711306256861
"4258","UBAC2",224,0.0491767288693743
"4259","TLR4",224,0.0491767288693743
"4260","CCR1",224,0.0491767288693743
"4261","RP2",132,0.0289791437980241
"4262","ATP6AP2",386,0.0847420417124039
"4263","IL12A",341,0.0748627881448957
"4264","ZIC3",215,0.0472008781558727
"4265","DCX",174,0.0381997804610318
"4266","IL10",285,0.0625686059275521
"4267","SSR4",220,0.0482985729967069
"4268","RBMX",57,0.0125137211855104
"4269","PLXND1",190,0.0417124039517014
"4270","REV3L",190,0.0417124039517014
"4271","ITGA2",74,0.0162458836443469
"4272","TRNE",301,0.0660812294182217
"4273","CCN2",172,0.0377607025246981
"4274","PGK1",129,0.0283205268935236
"4275","FIP1L1",129,0.0283205268935236
"4276","CLCNKA",195,0.0428100987925357
"4277","HIC1",101,0.0221734357848518
"4278","MST1",196,0.0430296377607025
"4279","HELLPAR",101,0.0221734357848518
"4280","SAA1",68,0.0149286498353458
"4281","TRIM28",126,0.0276619099890231
"4282","TRNT",70,0.0153677277716795
"4283","WAS",434,0.0952799121844127
"4284","ITPR3",36,0.00790340285400659
"4285","F8",258,0.0566410537870472
"4286","APOL1",18,0.00395170142700329
"4287","POU3F4",159,0.0349066959385291
"4288","NUMA1",143,0.0313940724478595
"4289","SPP1",142,0.0311745334796926
"4290","GPR35",196,0.0430296377607025
"4291","OGG1",11,0.00241492864983535
"4292","STX3",41,0.00900109769484083
"4293","ADAMTSL1",141,0.0309549945115258
"4294","IRAK1",142,0.0311745334796926
"4295","CD109",74,0.0162458836443469
"4296","KCNE5",136,0.0298572996706915
"4297","PDHA1",434,0.0952799121844127
"4298","FOXP3",325,0.0713501646542261
"4299","PPM1B",93,0.020417124039517
"4300","RARA",143,0.0313940724478595
"4301","IL2RG",399,0.087596048298573
"4302","GPKOW",124,0.0272228320526894
"4303","CD2AP",26,0.00570801317233809
"4304","IRF5",289,0.0634467618002195
"4305","MAGED2",39,0.00856201975850713
"4306","CCR6",172,0.0377607025246981
"4307","RNF139",11,0.00241492864983535
"4308","TBC1D8B",24,0.00526893523600439
"4309","PML",129,0.0283205268935236
"4310","ZNF592",62,0.0136114160263447
"4311","TFE3",11,0.00241492864983535
"4312","COL14A1",43,0.00944017563117453
"4313","CAMKMT",93,0.020417124039517
"4314","NABP1",129,0.0283205268935236
"4315","PODXL",151,0.0331503841931943
"4316","SLC2A3",126,0.0276619099890231
"4317","TBL1X",55,0.0120746432491767
"4318","TAFAZZIN",178,0.0390779363336992
"4319","G6PD",64,0.0140504939626784
"4320","PHKA1",31,0.00680570801317234
"4321","SLC6A18",13,0.00285400658616904
"4322","DCXR",11,0.00241492864983535
"4323","SARDH",96,0.0210757409440176
"4324","SLCO1B1",58,0.0127332601536773
"4325","ALK",26,0.00570801317233809
"4326","HSD17B10",299,0.065642151481888
"4327","TOP2A",13,0.00285400658616904
"4328","LMO1",13,0.00285400658616904
"4329","SLCO1B3",58,0.0127332601536773
"4330","OTC",98,0.0215148188803513
"4331","HAL",26,0.00570801317233809
"4332","LIN28B",13,0.00285400658616904
"4333","GPC1",109,0.0239297475301866
"4334","RNU12",58,0.0127332601536773
"4335","EDA",292,0.0641053787047201
"4336","UBQLN2",105,0.0230515916575192
"4337","EPHA4",64,0.0140504939626784
"4338","EOMES",44,0.00965971459934138
"4339","NID1",70,0.0153677277716795
"4340","SH3KBP1",82,0.0180021953896817
"4341","CD28",166,0.036443468715697
"4342","CIZ1",64,0.0140504939626784
"4343","FHL1",510,0.111964873765093
"4344","TNFRSF1B",166,0.036443468715697
"4345","NHS",180,0.0395170142700329
"4346","SUMO1",46,0.0100987925356751
"4347","BCAP31",152,0.0333699231613611
"4348","XIAP",194,0.0425905598243688
"4349","RHOA",121,0.0265642151481888
"4350","UBB",93,0.020417124039517
"4351","ANKRD55",85,0.0186608122941822
"4352","IGFALS",52,0.0114160263446762
"4353","ND4L",119,0.0261251372118551
"4354","SRSF2",146,0.03205268935236
"4355","DISC1",44,0.00965971459934138
"4356","SH2D1A",112,0.0245883644346872
"4357","GLT8D1",64,0.0140504939626784
"4358","TAF1",525,0.115257958287596
"4359","KIF4A",15,0.00329308452250274
"4360","DAO",64,0.0140504939626784
"4361","EMD",221,0.0485181119648738
"4362","SYN1",52,0.0114160263446762
"4363","UNC13A",64,0.0140504939626784
"4364","EDA2R",90,0.0197585071350165
"4365","NHEJ1",68,0.0149286498353458
"4366","DDX3X",198,0.0434687156970362
"4367","CLIP1",102,0.0223929747530187
"4368","EPOR",39,0.00856201975850713
"4369","MACROH2A1",64,0.0140504939626784
"4370","GYPC",73,0.01602634467618
"4371","DUX4",59,0.0129527991218441
"4372","FCGR2C",46,0.0100987925356751
"4373","TNFSF12",236,0.0518111964873765
"4374","CLTCL1",139,0.0305159165751921
"4375","DRD2",28,0.00614709110867179
"4376","KCNJ8",194,0.0425905598243688
"4377","ARHGAP29",81,0.0177826564215148
"4378","PON1",64,0.0140504939626784
"4379","PON3",64,0.0140504939626784
"4380","HLA-DRA",26,0.00570801317233809
"4381","CYBB",213,0.046761800219539
"4382","TRAF3",89,0.0195389681668496
"4383","EZR",102,0.0223929747530187
"4384","GPRASP2",30,0.00658616904500549
"4385","ATP10A",103,0.0226125137211855
"4386","DLG1",81,0.0177826564215148
"4387","MAGT1",148,0.0324917672886937
"4388","AK9",114,0.0250274423710209
"4389","PTPN2",85,0.0186608122941822
"4390","PPARGC1A",64,0.0140504939626784
"4391","IGH",158,0.0346871569703622
"4392","CD40LG",108,0.0237102085620198
"4393","TGFA",27,0.00592755214050494
"4394","GNA14",66,0.0144895718990121
"4395","AMELX",26,0.00570801317233809
"4396","BIRC3",69,0.0151481888035126
"4397","TAF15",74,0.0162458836443469
"4398","TRAF6",50,0.0109769484083425
"4399","FRA16E",23,0.00504939626783754
"4400","MSL3",168,0.0368825466520307
"4401","PON2",64,0.0140504939626784
"4402","CSF2RA",75,0.0164654226125137
"4403","CD244",61,0.0133918770581778
"4404","SLC22A4",61,0.0133918770581778
"4405","NFKBIL1",61,0.0133918770581778
"4406","C9",7,0.00153677277716795
"4407","F9",42,0.00922063666300768
"4408","IGSF1",26,0.00570801317233809
"4409","BCKDK",15,0.00329308452250274
"4410","DAXX",109,0.0239297475301866
"4411","KIAA0319L",69,0.0151481888035126
"4412","RNF6",53,0.011635565312843
"4413","MYO1H",44,0.00965971459934138
"4414","XK",68,0.0149286498353458
"4415","ZFR",50,0.0109769484083425
"4416","PDK3",121,0.0265642151481888
"4417","HAND2",45,0.00987925356750823
"4418","TNFSF15",117,0.0256860592755214
"4419","TUBA8",59,0.0129527991218441
"4420","FLRT1",84,0.0184412733260154
"4421","FRZB",9,0.00197585071350165
"4422","ABCB7",77,0.0169045005488474
"4423","PRKAR1B",50,0.0109769484083425
"4424","IFRD1",59,0.0129527991218441
"4425","ACAT2",24,0.00526893523600439
"4426","DLEC1",46,0.0100987925356751
"4427","POU2AF1",117,0.0256860592755214
"4428","FOXO1",11,0.00241492864983535
"4429","MMEL1",117,0.0256860592755214
"4430","TMPO",45,0.00987925356750823
"4431","NEBL",45,0.00987925356750823
"4432","TRNL2",61,0.0133918770581778
"4433","FGF16",27,0.00592755214050494
"4434","TIMM8A",193,0.042371020856202
"4435","FAM13A",47,0.0103183315038419
"4436","SPIB",117,0.0256860592755214
"4437","WDR45",161,0.0353457738748628
"4438","VMA21",58,0.0127332601536773
"4439","MIF",69,0.0151481888035126
"4440","DPP9",47,0.0103183315038419
"4441","HLA-C",21,0.00461031833150384
"4442","CEP126",37,0.00812294182217344
"4443","SFTPA1",47,0.0103183315038419
"4444","ATP11A",47,0.0103183315038419
"4445","BTRC",40,0.00878155872667398
"4446","ATP2B3",107,0.0234906695938529
"4447","DLX6",40,0.00878155872667398
"4448","LAMP2",84,0.0184412733260154
"4449","GJB1",294,0.0645444566410538
"4450","ANKRD1",45,0.00987925356750823
"4451","EPS15L1",40,0.00878155872667398
"4452","AMPD3",15,0.00329308452250274
"4453","ATP8",65,0.0142700329308452
"4454","KLHL9",75,0.0164654226125137
"4455","TAF1A",45,0.00987925356750823
"4456","SORL1",64,0.0140504939626784
"4457","CPA1",50,0.0109769484083425
"4458","ARSI",66,0.0144895718990121
"4459","TOMM40",64,0.0140504939626784
"4460","CAP2",45,0.00987925356750823
"4461","WDR48",42,0.00922063666300768
"4462","PLS3",16,0.00351262349066959
"4463","ALAS2",85,0.0186608122941822
"4464","HLA-A",70,0.0153677277716795
"4465","WNT3A",24,0.00526893523600439
"4466","SEM1",40,0.00878155872667398
"4467","NR4A3",10,0.0021953896816685
"4468","TRNC",97,0.0212952799121844
"4469","MLX",107,0.0234906695938529
"4470","FHL2",45,0.00987925356750823
"4471","ATP6AP1",70,0.0153677277716795
"4472","SMPX",16,0.00351262349066959
"4473","TBL1Y",10,0.0021953896816685
"4474","TPP2",66,0.0144895718990121
"4475","TLR7",9,0.00197585071350165
"4476","KIF20A",69,0.0151481888035126
"4477","IGF2R",21,0.00461031833150384
"4478","DCTN4",40,0.00878155872667398
"4479","CLCA4",40,0.00878155872667398
"4480","SF3B1",135,0.0296377607025247
"4481","CYP7A1",54,0.0118551042810099
"4482","STX1A",40,0.00878155872667398
"4483","UCP2",81,0.0177826564215148
"4484","C4B",23,0.00504939626783754
"4485","OPN1MW",76,0.0166849615806806
"4486","WDR36",4,0.000878155872667398
"4487","CHM",38,0.00834248079034029
"4488","CACNA1F",181,0.0397365532381998
"4489","OPN1LW",76,0.0166849615806806
"4490","TERF2IP",41,0.00900109769484083
"4491","GPR143",99,0.0217343578485181
"4492","RS1",57,0.0125137211855104
"4493","CTSH",26,0.00570801317233809
"4494","NYX",51,0.0111964873765093
"4495","THSD1",62,0.0136114160263447
"4496","P2RY11",26,0.00570801317233809
"4497","ANGPTL6",62,0.0136114160263447
"4498","MGMT",41,0.00900109769484083
"4499","PRICKLE3",10,0.0021953896816685
"4500","CYSLTR2",56,0.0122941822173436
"4501","ZNF365",35,0.00768386388583974
"4502","ARR3",7,0.00153677277716795
"4503","NTF4",4,0.000878155872667398
"4504","TGFBR3",62,0.0136114160263447
"4505","ADRA2B",22,0.00482985729967069
"4506","TNFSF4",26,0.00570801317233809
"4507","FRMD7",21,0.00461031833150384
"4508","NLGN4X",61,0.0133918770581778
"4509","NLGN3",60,0.013172338090011
"4510","MAOA",41,0.00900109769484083
"4511","BCL6",54,0.0118551042810099
"4512","ADH1B",6,0.0013172338090011
"4513","NOS1",38,0.00834248079034029
"4514","PRKCH",9,0.00197585071350165
"4515","TMLHE",17,0.00373216245883644
"4516","GCGR",31,0.00680570801317234
"4517","EMX2",21,0.00461031833150384
"4518","BCL2",54,0.0118551042810099
"4519","ALOX5AP",9,0.00197585071350165
"4520","PLEKHG4",33,0.00724478594950604
"4521","BRD4",38,0.00834248079034029
"4522","NUTM1",38,0.00834248079034029
"4523","ZFAT",8,0.0017563117453348
"4524","ATP11C",22,0.00482985729967069
"4525","PTPN3",32,0.00702524698133919
"4526","SLC27A4",27,0.00592755214050494
"4527","DDIT3",16,0.00351262349066959
"4528","XPNPEP2",12,0.0026344676180022
"4529","LZTS1",7,0.00153677277716795
"4530","XIST",3,0.000658616904500549
"4531","CACNA2D1",51,0.0111964873765093
"4532","RANGRF",27,0.00592755214050494
"4533","SLMAP",27,0.00592755214050494
"4534","CFP",10,0.0021953896816685
"4535","SMAD7",13,0.00285400658616904
"4536","TAL2",14,0.00307354555433589
"4537","CYP3A5",8,0.0017563117453348
"4538","PTGIS",8,0.0017563117453348
"4539","ADD1",8,0.0017563117453348
"4540","TAL1",14,0.00307354555433589
"4541","C1GALT1C1",6,0.0013172338090011
"4542","CREB1",5,0.00109769484083425
"4543","SSX2",6,0.0013172338090011
"4544","ASPSCR1",6,0.0013172338090011
"4545","MSR1",18,0.00395170142700329
"4546","SSX1",6,0.0013172338090011
"4547","CTHRC1",18,0.00395170142700329
"4548","MC3R",4,0.000878155872667398
"4549","SLC11A1",15,0.00329308452250274
"4550","HBD",6,0.0013172338090011
"4551","HBB-LCR",10,0.0021953896816685
"4552","CD4",7,0.00153677277716795
"4553","APOC3",25,0.00548847420417124
"4554","IRGM",14,0.00307354555433589
"4555","ABCB1",14,0.00307354555433589
